transaction_id,account_id,transaction_amount,merchant_category,transaction_type,location,timestamp,fraud_flag,customer_id,account_type,balance,account_open_date,age,occupation,annual_income,city,hour_of_day,is_night_transaction,is_weekend,transaction_frequency,avg_spending,std_spending,amount_zscore,location_deviation,is_high_risk_merchant,amount_to_balance_ratio,txn_to_monthly_income_ratio,account_age_days
T000019,A00035,130770,Education,Credit,Delhi,2023-08-01 06:00:00,1,C0035,Savings,307066,2020-07-10,28,Businessman,1103692,Delhi,6,0,0,20,82736.25,47075.98156270462,1.0203451612797418,0,0,0.4258679701824032,1.421809707780794,1117
T000020,A00465,127790,Electronics,UPI,Mumbai,2023-11-08 08:00:00,0,C0465,Current,73926,2019-04-10,22,Doctor,1080316,Pune,8,0,0,17,88344.88235294117,49380.49940624633,0.7987994880843441,1,0,1.7285971296008225,1.4194735614394307,1673
T000021,A00482,97238,Education,Credit,Coimbatore,2023-05-21 03:00:00,1,C0482,Savings,493163,2018-03-09,31,Teacher,952665,Coimbatore,3,1,1,20,60643.1,45718.83835368661,0.8004337231164386,0,0,0.19717173191879375,1.2248334934105902,1899
T000022,A00216,116505,Gambling,Online,Jaipur,2023-05-06 23:00:00,0,C0216,Savings,34956,2020-12-03,24,Teacher,1796972,Jaipur,23,1,1,27,76522.44444444444,41372.783779207144,0.9663975179656566,0,1,3.3328088794805044,0.7780087836649653,884
T000023,A00480,42414,Electronics,Online,Hyderabad,2023-03-17 17:00:00,0,C0480,Current,62775,2018-02-10,50,Salesperson,528504,Jaipur,17,0,0,32,71653.9375,42867.470756889095,-0.6821008327229323,1,0,0.6756403721167326,0.9630352845011579,1861
T000024,A00065,144710,Healthcare,Debit,Bangalore,2023-01-29 11:00:00,1,C0065,Current,498158,2020-09-11,57,Salesperson,1471459,Ahmedabad,11,0,1,24,70141.95833333333,38208.57128227868,1.9516050761429986,1,0,0.2904895826432926,1.1801348185712277,870
T000025,A00008,67999,Restaurants,Debit,Kolkata,2023-08-18 11:00:00,1,C0008,Current,36822,2019-02-03,40,Manager,958956,Hyderabad,11,0,0,25,73239.28,51876.736284613486,-0.10101406478715302,1,0,1.8466447600684355,0.8509128677436713,1657
T000026,A00301,27608,Healthcare,Debit,Chennai,2023-10-08 11:00:00,0,C0301,Salary,184830,2022-07-22,54,Accountant,340738,Chennai,11,0,1,14,72082.85714285714,46851.933095094944,-0.9492640795116593,0,0,0.14936888292548328,0.9722895597203717,443
T000027,A00343,68743,Jewelry,Debit,Ahmedabad,2023-05-02 06:00:00,1,C0343,Current,8754,2018-07-09,54,Businessman,1081452,Ahmedabad,6,0,0,28,69067.96428571429,40732.21809482762,-0.007978065053018938,0,1,7.8518560822387204,0.7627855882646664,1758
T000028,A00431,136800,Jewelry,Credit,Chennai,2023-03-26 01:00:00,0,C0431,Savings,195868,2020-05-05,60,Doctor,927433,Chennai,1,1,1,22,78136.31818181818,47197.49682061576,1.2429405322308886,0,1,0.6984259887986358,1.770047000699781,1055
T000029,A00424,116289,Jewelry,UPI,Kolkata,2023-06-25 23:00:00,1,C0424,Current,28705,2022-04-20,51,Accountant,1792252,Delhi,23,1,1,22,85178.77272727272,40156.94457990432,0.7747159949090282,1,1,4.051034626907267,0.7786114899020896,431
T000030,A00332,41509,Electronics,Credit,Hyderabad,2023-04-02 00:00:00,0,C0332,Savings,124246,2021-06-03,45,Salesperson,1267344,Hyderabad,0,1,1,21,62906.619047619046,40430.760432467985,-0.529241073349579,0,0,0.3340845251796824,0.39303298867552927,668
T000031,A00438,15280,Healthcare,Debit,Coimbatore,2023-02-26 13:00:00,0,C0438,Savings,436020,2022-07-04,26,Doctor,1542845,Coimbatore,13,0,1,27,75852.74074074074,47117.30907785261,-1.2855730075895364,0,0,0.03504418365170485,0.11884537980160029,237
T000032,A00076,143549,Electronics,Debit,Hyderabad,2023-10-06 19:00:00,0,C0076,Savings,324153,2018-06-12,45,Salesperson,1689959,Delhi,19,0,0,24,79460.91666666667,43668.62152016038,1.467600329535155,1,0,0.44284198251448387,1.0193075690001947,1942
T000033,A00174,43648,Clothing,Credit,Hyderabad,2023-09-30 03:00:00,0,C0174,Savings,159544,2019-09-29,45,Engineer,1940592,Hyderabad,3,1,1,11,60798.90909090909,43250.038884270485,-0.39655245482673235,0,0,0.2735779874016735,0.26990526602191495,1462
T000034,A00047,127251,Jewelry,Credit,Coimbatore,2023-07-14 10:00:00,0,C0047,Current,161104,2019-09-30,49,Lawyer,1294653,Coimbatore,10,0,0,24,71622.25,44317.80165267775,1.2552235879380274,0,1,0.7898637534527172,1.1794758904509548,1383
T000035,A00015,124423,Jewelry,UPI,Ahmedabad,2023-11-05 05:00:00,0,C0015,Current,16871,2019-08-25,45,Engineer,1997900,Mumbai,5,1,1,15,86950.53333333334,48193.06132016853,0.7775490006272883,1,1,7.374525841631105,0.7473226888232645,1533
T000036,A00361,55103,Jewelry,UPI,Chennai,2023-04-13 20:00:00,1,C0361,Salary,165878,2020-04-16,33,Businessman,1486293,Chennai,20,0,0,15,74840.2,42580.215006838225,-0.4635298341455128,0,1,0.33218792011044196,0.44488939933108745,1092
T000037,A00147,20419,Restaurants,Online,Delhi,2023-10-31 19:00:00,0,C0147,Current,200113,2021-10-09,43,Salesperson,358596,Delhi,19,0,0,24,72779.125,47767.18102586344,-1.096152711453701,0,0,0.10203683900176899,0.683298196298899,752
T000038,A00026,114737,Travel,UPI,Hyderabad,2023-10-30 07:00:00,1,C0026,Salary,384551,2022-07-07,43,Lawyer,1823241,Ahmedabad,7,0,0,26,75002.76923076923,43688.50485544928,0.909489370274815,1,0,0.29836537061307705,0.7551629214130222,480
T000039,A00308,23314,Jewelry,UPI,Coimbatore,2023-06-13 08:00:00,0,C0308,Current,164116,2020-07-18,38,Salesperson,1474737,Coimbatore,8,0,0,21,74604.52380952382,46699.55472552072,-1.0983086265166075,0,1,0.14205719090648744,0.1897070460699094,1060
T000040,A00093,52961,Healthcare,Debit,Bangalore,2023-06-26 12:00:00,0,C0093,Current,336396,2018-09-07,56,Doctor,1915397,Bangalore,12,0,0,28,79206.21428571429,47221.99932576713,-0.5557836317911542,0,0,0.15743600567186986,0.33180171003713593,1753
T000041,A00406,126222,Clothing,Debit,Delhi,2023-03-22 19:00:00,0,C0406,Savings,151451,2018-07-29,46,Manager,1360751,Delhi,19,0,0,11,70376.63636363637,42809.222682204185,1.3045171142427348,0,0,0.8334125663576579,1.1131088641492821,1697
T000042,A00232,96749,Gambling,Online,Mumbai,2023-06-10 16:00:00,1,C0232,Salary,254599,2019-05-19,22,Accountant,637827,Hyderabad,16,0,1,19,69805.05263157895,39109.00894717749,0.6889447749702081,1,1,0.3800039277297722,1.8202239792294777,1483
T000043,A00021,49755,Education,Online,Jaipur,2023-01-03 02:00:00,0,C0021,Savings,256537,2018-05-18,59,Accountant,1684199,Kolkata,2,1,0,18,62502.22222222222,48154.24010596582,-0.264716506670468,1,0,0.19394787516859102,0.3545068011559204,1691
T000044,A00307,119839,Travel,UPI,Bangalore,2023-10-25 02:00:00,0,C0307,Savings,367644,2022-12-22,56,Businessman,1880934,Bangalore,2,1,0,20,88402.45,49947.11019139198,0.6293967734977761,0,0,0.32596390539787023,0.7645499523109264,307
T000045,A00038,101501,Restaurants,UPI,Pune,2023-02-26 16:00:00,1,C0038,Salary,364177,2018-02-18,60,Businessman,721240,Delhi,16,0,1,20,85569.0,44989.724673646604,0.3541253056241174,1,0,0.27871260757102295,1.6887748876934168,1834
T000046,A00276,111992,Education,Online,Pune,2023-10-11 13:00:00,0,C0276,Current,181072,2020-09-16,62,Businessman,1523975,Bangalore,13,0,0,24,76980.91666666667,40761.82597343261,0.8589184242176134,1,0,0.6184908848917288,0.8818412375531094,1120
T000047,A00157,9757,Restaurants,Online,Ahmedabad,2023-12-23 13:00:00,0,C0157,Savings,447939,2020-08-23,49,Businessman,1496632,Ahmedabad,13,0,1,15,81819.86666666667,46211.6672866228,-1.5594084978519525,0,0,0.02178193508059115,0.07823165614526484,1217
T000048,A00179,135692,Clothing,Debit,Bangalore,2023-09-09 06:00:00,1,C0179,Savings,423647,2021-08-10,62,Accountant,711597,Coimbatore,6,0,1,22,66840.81818181818,30170.578327768842,2.282063706906525,1,0,0.32029420651106577,2.2882389892031587,760
T000049,A00132,116685,Jewelry,Online,Jaipur,2023-05-07 21:00:00,1,C0132,Savings,109131,2018-06-10,53,Accountant,1475885,Chennai,21,0,1,21,78711.28571428571,34444.925388426745,1.102447279461177,1,1,1.0692097643221052,0.948732455441989,1792
T000050,A00311,29677,Travel,Debit,Delhi,2023-01-11 17:00:00,1,C0311,Savings,346895,2020-10-18,50,Doctor,598512,Delhi,17,0,0,18,81309.61111111111,45470.259676794936,-1.1355248788574883,0,0,0.0855501360638347,0.5950156387841847,815
T000051,A00455,30658,Groceries,Debit,Pune,2023-01-02 20:00:00,0,C0455,Salary,114079,2022-03-12,41,Engineer,795553,Delhi,20,0,0,23,78983.56521739131,48125.617815940896,-1.0041546978620643,1,0,0.2687412342215989,0.46244059163877205,296
T000052,A00348,107246,Healthcare,Online,Delhi,2023-12-19 12:00:00,0,C0348,Savings,13706,2019-06-30,63,Doctor,564223,Delhi,12,0,0,15,70423.53333333334,43510.059298095766,0.8462977817241957,0,0,7.824177427591741,2.2809279309776453,1633
T000053,A00028,132382,Groceries,Online,Coimbatore,2023-02-25 14:00:00,0,C0028,Savings,476082,2022-07-12,48,Teacher,491076,Coimbatore,14,0,1,24,83516.625,41027.11528798071,1.1910507150454124,0,0,0.27806495926130526,3.2349045768883022,228
T000054,A00260,63907,Education,UPI,Kolkata,2023-01-28 23:00:00,0,C0260,Current,235156,2018-10-10,32,Engineer,1560527,Kolkata,23,1,1,22,74684.86363636363,43512.76835957295,-0.2476942755583711,0,0,0.2717631199581556,0.4914262938097194,1571
T000055,A00406,115156,Groceries,UPI,Delhi,2023-10-19 16:00:00,0,C0406,Savings,151451,2018-07-29,46,Manager,1360751,Delhi,16,0,0,11,70376.63636363637,42809.222682204185,1.0460214138617947,0,0,0.7603465124263793,1.0155215759532787,1908
T000056,A00076,98335,Restaurants,Debit,Delhi,2023-06-01 14:00:00,1,C0076,Savings,324153,2018-06-12,45,Salesperson,1689959,Delhi,14,0,0,24,79460.91666666667,43668.62152016038,0.43221156693988566,0,0,0.30335889731423954,0.6982536262714066,1815
T000057,A00429,2943,Restaurants,Debit,Chennai,2023-09-11 13:00:00,1,C0429,Salary,269167,2018-10-08,47,Doctor,1371812,Kolkata,13,0,0,20,68991.95,46828.78297582982,-1.4104349035525965,1,0,0.010933691969327705,0.02574405239201873,1799
T000058,A00067,19934,Education,Online,Chennai,2023-01-10 18:00:00,0,C0067,Savings,28312,2019-12-26,52,Salesperson,687952,Ahmedabad,18,0,0,15,85863.0,33723.63524295682,-1.9549790384406813,1,0,0.7040582064775898,0.3477103053701421,1111
T000059,A00342,93363,Groceries,Credit,Delhi,2023-10-12 18:00:00,0,C0342,Salary,375965,2021-05-26,61,Manager,1874623,Delhi,18,0,0,15,67921.13333333333,47422.45864998486,0.5364940450356593,0,0,0.24832830628301494,0.5976433661594891,869
T000060,A00492,110950,Education,Credit,Bangalore,2023-05-14 15:00:00,0,C0492,Current,351874,2019-11-26,42,Manager,1377978,Bangalore,15,0,1,18,62480.5,38998.43124484399,1.2428576856257054,0,0,0.3153108348134991,0.9661982992471578,1265
T000061,A00194,83164,Restaurants,Online,Coimbatore,2023-08-20 20:00:00,0,C0194,Savings,274932,2020-06-02,40,Manager,643054,Coimbatore,20,0,1,20,73956.5,44898.520598649666,0.2050735720739297,0,0,0.30248824259001283,1.55191943444874,1174
T000062,A00472,52378,Jewelry,Debit,Chennai,2023-04-11 00:00:00,1,C0472,Savings,464293,2018-03-30,33,Doctor,1314929,Chennai,0,1,0,19,64748.94736842105,38689.83381038039,-0.31974671767915314,0,1,0.11281214058333729,0.47799995284916524,1838
T000063,A00162,40528,Education,Debit,Pune,2023-08-01 01:00:00,0,C0162,Savings,95353,2020-04-21,48,Salesperson,1538855,Pune,1,1,0,23,83125.04347826086,37394.90019979422,-1.1391137093740733,0,0,0.42502674245443295,0.31603757339060534,1197
T000064,A00347,65653,Jewelry,Credit,Ahmedabad,2023-11-11 15:00:00,0,C0347,Savings,261695,2022-09-12,50,Doctor,1442077,Ahmedabad,15,0,1,16,66522.25,43566.79409290215,-0.019952122209093582,0,1,0.2508750611396429,0.5463203421176539,425
T000065,A00439,112024,Electronics,UPI,Pune,2023-07-28 13:00:00,0,C0439,Savings,413595,2020-08-04,57,Engineer,692417,Delhi,13,0,0,29,66670.86206896552,44636.490273993266,1.0160551972756415,1,0,0.2708536833044807,1.9414428010866285,1088
T000066,A00361,71635,Gambling,Debit,Pune,2023-11-09 02:00:00,1,C0361,Salary,165878,2020-04-16,33,Businessman,1486293,Chennai,2,1,0,15,74840.2,42580.215006838225,-0.07527439679403342,1,1,0.431850927483286,0.5783651002864173,1302
T000067,A00257,123925,Gambling,Online,Coimbatore,2023-11-19 12:00:00,1,C0257,Current,485743,2019-01-22,45,Lawyer,1113738,Coimbatore,12,0,1,17,70820.58823529411,40954.01503067011,1.2966838959485767,0,1,0.2551240982904575,1.3352332415702794,1762
T000068,A00072,147823,Clothing,Debit,Pune,2023-12-26 15:00:00,0,C0072,Salary,204900,2019-02-18,61,Lawyer,1059224,Pune,15,0,0,21,75606.42857142857,39308.1112361958,1.8371926087884065,0,0,0.7214362057774242,1.6746939268747687,1772
T000069,A00087,33302,Restaurants,Debit,Pune,2023-08-04 22:00:00,0,C0087,Current,293859,2022-04-29,22,Lawyer,535659,Pune,22,1,0,20,86615.65,40563.313008671685,-1.314331745747753,0,0,0.11332607364050909,0.7460417915128841,462
T000070,A00422,39308,Gambling,UPI,Kolkata,2023-01-28 02:00:00,1,C0422,Savings,202621,2020-04-19,49,Accountant,1515868,Kolkata,2,1,1,23,66508.0,32519.530826594317,-0.8364204313106501,0,1,0.19399670322077564,0.31117221288397146,1014
T000071,A00262,38905,Gambling,Credit,Kolkata,2023-01-02 09:00:00,0,C0262,Current,44071,2018-02-09,57,Teacher,495716,Coimbatore,9,0,0,18,74066.11111111111,48086.405254914505,-0.7312068956852954,1,1,0.8827600290433836,0.9417892502965408,1788
T000072,A00214,52460,Groceries,UPI,Jaipur,2023-05-07 08:00:00,0,C0214,Savings,164210,2022-11-19,37,Businessman,1523520,Jaipur,8,0,1,36,61513.13888888889,45314.787570727494,-0.19978332403652377,0,0,0.3194670271784472,0.4132010081915564,169
T000073,A00153,107314,Healthcare,Online,Hyderabad,2023-11-15 12:00:00,0,C0153,Savings,431376,2022-06-10,49,Accountant,1761074,Hyderabad,12,0,0,18,77269.83333333333,46555.2089715249,0.6453448997520972,0,0,0.24877079677405148,0.7312401409594373,523
T000074,A00210,110268,Education,Online,Chennai,2023-02-16 06:00:00,0,C0210,Current,239706,2020-11-15,37,Businessman,1380841,Delhi,6,0,0,25,76493.44,39963.33472184222,0.8451386811206296,1,0,0.4600115974919381,0.9582681858374715,823
T000075,A00401,90952,Electronics,UPI,Mumbai,2023-12-27 13:00:00,0,C0401,Current,382869,2019-07-05,33,Manager,725037,Mumbai,13,0,0,26,76103.69230769231,45992.43967068433,0.32284235840987635,0,0,0.23755321649646094,1.5053355897699014,1636
T000076,A00061,71331,Restaurants,Online,Coimbatore,2023-12-21 17:00:00,1,C0061,Savings,159363,2022-05-12,39,Lawyer,840677,Coimbatore,17,0,0,22,86311.90909090909,36804.15892507011,-0.4070439191779615,0,0,0.4475979518586381,1.0181936701015966,588
T000077,A00268,79514,Gambling,Online,Kolkata,2023-07-07 22:00:00,0,C0268,Savings,100457,2020-10-20,56,Engineer,1376208,Kolkata,22,1,0,20,70200.35,45342.56862604825,0.20540631645313362,0,1,0.7915148619323499,0.6933312406264169,990
T000078,A00262,106364,Electronics,Debit,Mumbai,2023-03-20 02:00:00,0,C0262,Current,44071,2018-02-09,57,Teacher,495716,Coimbatore,2,1,0,18,74066.11111111111,48086.405254914505,0.6716636171423522,1,0,2.4134144127790886,2.5747968594921287,1865
T000079,A00218,4986,Jewelry,Online,Coimbatore,2023-05-07 15:00:00,0,C0218,Current,109797,2022-04-27,57,Salesperson,1420483,Coimbatore,15,0,1,21,65361.42857142857,36702.91971842489,-1.6449761772254883,0,1,0.04541066321790925,0.042120884234447015,375
T000080,A00283,3871,Gambling,Debit,Hyderabad,2023-02-22 08:00:00,0,C0283,Salary,110432,2022-03-28,41,Lawyer,432717,Hyderabad,8,0,0,28,83420.14285714286,45896.50396733155,-1.7332288078796756,0,1,0.035052928019704256,0.10734960724907966,331
T000081,A00136,96283,Healthcare,Online,Ahmedabad,2023-05-16 00:00:00,0,C0136,Salary,230019,2020-06-13,51,Manager,646699,Ahmedabad,0,1,0,13,89221.15384615384,35304.27999512749,0.20002804631112137,0,0,0.41858534040518214,1.7866055150850704,1067
T000082,A00467,59170,Jewelry,Credit,Kolkata,2023-06-27 15:00:00,1,C0467,Salary,322650,2018-09-22,61,Salesperson,1605185,Kolkata,15,0,0,18,74873.11111111111,44131.15404962388,-0.35582824535822316,0,1,0.18338700329458146,0.4423415369567994,1739
T000083,A00380,120811,Groceries,UPI,Pune,2023-08-08 13:00:00,0,C0380,Salary,73056,2018-05-04,26,Accountant,1298748,Pune,13,0,0,22,108978.0,33601.76635663242,0.3521541062577017,0,0,1.653653996194752,1.116253499524157,1922
T000084,A00362,46786,Travel,Credit,Jaipur,2023-11-18 13:00:00,0,C0362,Savings,355343,2019-09-12,44,Accountant,1730491,Jaipur,13,0,1,21,69766.14285714286,41421.94450926431,-0.5547818464196722,0,0,0.13166396505921024,0.32443508807615873,1528
T000085,A00449,47293,Gambling,UPI,Coimbatore,2023-02-28 17:00:00,1,C0449,Current,421441,2020-12-22,45,Lawyer,1856182,Kolkata,17,0,0,13,63589.07692307692,40873.17136268716,-0.39869861769408727,1,1,0.11221710223470846,0.3057437255613943,798
T000086,A00441,80730,Jewelry,Debit,Kolkata,2023-03-18 08:00:00,0,C0441,Salary,294910,2021-12-20,52,Engineer,438155,Kolkata,8,0,1,18,73392.72222222222,51534.41618364265,0.14237626660271896,0,1,0.2737436040025635,2.210998390980361,453
T000087,A00093,91310,Restaurants,Credit,Bangalore,2023-03-26 08:00:00,0,C0093,Current,336396,2018-09-07,56,Doctor,1915397,Bangalore,8,0,1,28,79206.21428571429,47221.99932576713,0.25631667204063435,0,0,0.27143523872091607,0.5720589517473401,1661
T000088,A00109,125601,Education,UPI,Hyderabad,2023-08-28 00:00:00,0,C0109,Current,65428,2020-08-01,58,Engineer,703081,Hyderabad,0,1,0,29,88575.8275862069,40801.12010285726,0.9074548032126272,0,0,1.9196533647159517,2.1437245495184762,1122
T000089,A00241,44865,Groceries,Debit,Coimbatore,2023-07-28 01:00:00,0,C0241,Savings,102661,2022-06-09,28,Manager,1589349,Delhi,1,1,0,19,59409.10526315789,42061.04576273599,-0.34578563132263473,1,0,0.4370166176384641,0.3387424662550516,414
T000090,A00355,125990,Clothing,Online,Bangalore,2023-11-15 02:00:00,0,C0355,Current,141998,2020-08-10,57,Businessman,1498097,Bangalore,2,1,0,23,98640.52173913043,44941.850520088294,0.6085525616851221,0,0,0.8872597694349961,1.009200338829862,1192
T000091,A00424,93195,Electronics,Online,Delhi,2023-07-26 13:00:00,0,C0424,Current,28705,2022-04-20,51,Accountant,1792252,Delhi,13,0,0,22,85178.77272727272,40156.94457990432,0.19962244031730514,0,0,3.246533825681042,0.6239859126953129,462
T000092,A00142,126684,Electronics,Debit,Hyderabad,2023-05-14 21:00:00,1,C0142,Salary,293179,2018-10-16,50,Teacher,437023,Hyderabad,21,0,1,8,115574.875,23991.372910381764,0.463046656041629,0,0,0.43210314482570433,3.4785537603284036,1671
T000093,A00291,83864,Groceries,UPI,Bangalore,2023-09-16 16:00:00,1,C0291,Current,360615,2019-11-01,43,Engineer,630388,Pune,16,0,1,19,75716.0,42342.75873419471,0.1924295970215074,1,0,0.23255762362180268,1.5964263279123332,1415
T000094,A00432,135096,Clothing,Debit,Pune,2023-09-26 21:00:00,0,C0432,Current,85073,2018-09-27,57,Engineer,1579361,Pune,21,0,0,18,91099.77777777778,46134.781364982875,0.953645404194245,0,0,1.587982227237464,1.0264607015115608,1825
T000095,A00237,130630,Travel,UPI,Coimbatore,2023-04-25 17:00:00,0,C0237,Savings,494934,2019-04-21,52,Salesperson,688349,Coimbatore,17,0,0,31,74981.3870967742,36378.748255611565,1.5297011461806354,0,0,0.26393364785274837,2.2772750450716135,1465
T000096,A00340,48569,Gambling,UPI,Jaipur,2023-11-02 08:00:00,0,C0340,Savings,427955,2018-06-05,47,Salesperson,1500454,Jaipur,8,0,0,26,76734.57692307692,43400.383676804595,-0.6489706895870153,0,1,0.11349063922459318,0.3884344338446897,1976
T000097,A00312,17018,Healthcare,UPI,Delhi,2023-01-13 17:00:00,0,C0312,Salary,103605,2019-10-07,27,Doctor,962143,Delhi,17,0,0,13,62117.307692307695,52031.818925833926,-0.866764003706889,0,0,0.16425689631874602,0.21225119342966692,1194
T000098,A00177,40445,Restaurants,Online,Delhi,2023-02-27 16:00:00,0,C0177,Savings,12099,2019-08-11,53,Engineer,738774,Delhi,16,0,0,22,71723.90909090909,36762.80646822156,-0.8508302846233229,0,0,3.3425619834710742,0.6569532766448196,1296
T000099,A00141,139648,Groceries,UPI,Chennai,2023-05-21 07:00:00,1,C0141,Salary,295524,2020-10-11,64,Engineer,1344027,Chennai,7,0,1,30,58828.4,44759.8769039323,1.8056260559755861,0,0,0.47254208611792575,1.2468320948909508,952
T000100,A00189,40855,Education,Debit,Kolkata,2023-03-07 14:00:00,0,C0189,Salary,254031,2018-10-04,44,Engineer,1445222,Kolkata,14,0,0,22,64882.0,41545.14575506414,-0.5783347142805783,0,0,0.1608261951250236,0.33922816010273854,1615
T000101,A00486,10961,Clothing,Online,Kolkata,2023-02-06 08:00:00,0,C0486,Current,260158,2022-07-19,28,Doctor,1889589,Delhi,8,0,0,17,81841.05882352941,42341.348382034594,-1.6740151537924044,1,0,0.0421319270138646,0.06960878794277486,202
T000102,A00049,91341,Healthcare,UPI,Kolkata,2023-12-15 08:00:00,0,C0049,Savings,195546,2021-08-11,29,Teacher,1162557,Kolkata,8,0,0,26,73812.69230769231,34768.168776361206,0.5041481420852151,0,0,0.46710509493881264,0.9428286096939763,856
T000103,A00302,107099,Restaurants,Online,Delhi,2023-08-21 10:00:00,0,C0302,Savings,343416,2022-12-24,49,Engineer,1242654,Bangalore,10,0,0,21,78459.66666666667,42399.62276286587,0.675461984497089,1,0,0.3118628373085782,1.0342283531860035,240
